,carat,cut,cut_ord,color,clarity,clarity_ord,Predicted Price,Regression Variables,,,
2313,0.43,Premium,4,G,VS2,5,6519.99,,,,
2314,1.01,Ideal,5,E,VS2,5,11557.63,,,,
2315,0.53,Ideal,5,F,VS2,5,7519.39,,,,
2316,0.33,Very Good,3,D,VVS1,7,6428.59,,,,
2317,1.11,Premium,4,F,SI2,2,10878.83,,,,
2318,1.02,Premium,4,F,VS1,4,11029.66,,,,
2319,1.01,Premium,4,F,SI1,3,10491.53,,,,
2320,0.9,Premium,4,H,SI1,3,9566.1,,,,
2321,1.03,Ideal,5,D,VVS2,6,12179.89,,,,
2322,0.42,Ideal,5,D,VVS2,6,7047.96,,,,
2323,0.51,Ideal,5,G,VS1,4,6897.13,,,,
2324,0.71,Ideal,5,E,VVS2,6,9487.73,,,,
2325,1.6,Ideal,5,J,VS2,5,16521.3,,,,
2326,0.64,Very Good,3,D,VS2,5,8128.62,,,,
2327,1.07,Premium,4,F,SI1,3,10996.31,,,,
2328,0.63,Ideal,5,J,SI1,3,7452.69,,,,
2329,0.43,Premium,4,F,VS2,5,6519.99,,,,
2330,0.34,Premium,4,G,VS2,5,5762.82,,,,
2331,0.3,Good,2,G,VS1,4,4656.1,,,,
2332,1,Very Good,3,F,SI1,3,10249.3,,,,
2333,1.01,Very Good,3,E,VS2,5,11241.43,,,,
2334,1.23,Good,2,J,SI1,3,12026.19,,,,
2335,1.02,Premium,4,H,SI1,3,10575.66,,,,
2336,2.01,Fair,1,E,SI2,2,17976.23,,,,
2337,0.82,Ideal,5,F,SI2,2,8597.16,,,,
2338,0.32,Ideal,5,F,VS2,5,5752.66,,,,
2339,0.71,Premium,4,F,SI1,3,7967.63,,,,
2340,0.4,Very Good,3,E,SI2,2,4747.5,,,,
2341,0.4,Very Good,3,J,IF,8,7471.5,,,,
2342,0.51,Ideal,5,I,VS2,5,7351.13,,,,
2343,0.32,Good,2,D,VS2,5,5278.36,,,,
2344,0.42,Ideal,5,G,VVS2,6,7047.96,,,,
2345,0.32,Very Good,3,I,VS1,4,4982.46,,,,
2346,1.66,Premium,4,J,VVS2,6,17321.98,,,,
2347,1.56,Very Good,3,I,SI1,3,14960.58,,,,
2348,1.5,Very Good,3,J,I1,1,13547.8,,,,
2349,0.31,Ideal,5,E,IF,8,7030.53,,,,
2350,0.7,Good,2,E,VS2,5,8475.3,,,,
2351,0.7,Ideal,5,F,SI1,3,8041.6,,,,
2352,0.72,Ideal,5,H,SI2,2,7755.86,,,,
2353,0.52,Ideal,5,D,SI2,2,6073.26,,,,
2354,0.41,Very Good,3,F,VVS1,7,7101.63,,,,
2355,0.9,Very Good,3,H,VS1,4,9862,,,,
2356,2.06,Ideal,5,I,VS2,5,20391.28,,,,
2357,0.72,Ideal,5,I,VS1,4,8663.86,,,,
2358,0.38,Premium,4,E,VS2,5,6099.34,,,,
2359,0.51,Ideal,5,E,VS2,5,7351.13,,,,
2360,0.31,Premium,4,G,VVS1,7,6418.43,,,,
2361,0.71,Very Good,3,J,SI1,3,7809.53,,,,
2362,2.22,Ideal,5,I,VS2,5,21737.36,,,,
2363,1.24,Ideal,5,D,VVS2,6,13946.62,,,,
2364,1.02,Premium,4,F,VS2,5,11483.66,,,,
2365,0.78,Ideal,5,H,VVS2,6,10076.64,,,,
2366,0.34,Good,2,E,SI1,3,4538.62,,,,
2367,1.25,Premium,4,H,SI2,2,12056.65,,,,
2368,0.71,Ideal,5,G,VS1,4,8579.73,,,,
2369,0.7,Premium,4,E,SI1,3,7883.5,,,,
2370,0.3,Premium,4,J,VS2,5,5426.3,,,,
2371,1.03,Ideal,5,D,SI1,3,10817.89,,,,
2372,0.53,Ideal,5,E,VS2,5,7519.39,,,,
2373,0.4,Premium,4,F,VVS2,6,6721.6,,,,
2374,0.57,Premium,4,D,VS1,4,7243.81,,,,
2375,1.01,Fair,1,E,SI1,3,10017.23,,,,
2376,0.71,Good,2,D,VS1,4,8105.43,,,,
2377,1.21,Ideal,5,G,VS1,4,12786.23,,,,
2378,1.54,Premium,4,I,SI2,2,14496.42,,,,
2379,0.32,Premium,4,I,VS1,4,5140.56,,,,
2380,0.93,Premium,4,G,VS2,5,10726.49,,,,
2381,0.71,Premium,4,D,VS2,5,8875.63,,,,
2382,2.33,Ideal,5,I,VS2,5,22662.79,,,,
2383,0.52,Premium,4,G,SI1,3,6369.16,,,,
2384,2.01,Premium,4,J,SI2,2,18450.53,,,,
2385,0.53,Ideal,5,E,VS2,5,7519.39,,,,
2386,0.57,Premium,4,G,VS2,5,7697.81,,,,
2387,0.58,Good,2,G,SI1,3,6557.74,,,,
2388,0.31,Premium,4,E,VS2,5,5510.43,,,,
2389,0.31,Good,2,H,VVS1,7,6102.23,,,,
2390,0.34,Ideal,5,E,VS2,5,5920.92,,,,
2391,1.01,Good,2,E,SI2,2,9721.33,,,,
2392,1.08,Ideal,5,G,VS1,4,11692.54,,,,
2393,0.33,Ideal,5,I,VS1,4,5382.79,,,,
2394,1.11,Very Good,3,E,VS1,4,11628.73,,,,
2395,0.3,Ideal,5,E,VS2,5,5584.4,,,,
2396,1.01,Very Good,3,I,VS1,4,10787.43,,,,
2397,1.73,Good,2,E,I1,1,15324.69,,,,
2398,1.5,Premium,4,H,SI2,2,14159.9,,,,
2399,1.02,Premium,4,G,VVS1,7,12391.66,,,,
2400,0.34,Ideal,5,G,IF,8,7282.92,,,,
2401,1.04,Good,2,F,SI2,2,9973.72,,,,
2402,0.5,Ideal,5,E,VS2,5,7267,,,,
2403,0.41,Ideal,5,J,VS2,5,6509.83,,,,
2404,1.02,Premium,4,J,SI1,3,10575.66,,,,
2405,0.5,Premium,4,G,VS1,4,6654.9,,,,
2406,0.66,Ideal,5,G,SI1,3,7705.08,,,,
2407,0.42,Premium,4,F,VVS1,7,7343.86,,,,
2408,0.3,Very Good,3,H,VS2,5,5268.2,,,,
2409,1.01,Very Good,3,D,SI2,2,9879.43,,,,
2410,0.7,Fair,1,G,SI2,2,6955.2,,,,
2411,0.45,Good,2,G,VVS1,7,7280.05,,,,
2412,1.01,Ideal,5,E,VS1,4,11103.63,,,,
2413,0.74,Fair,1,G,SI1,3,7745.72,,,,
2414,1.45,Fair,1,J,SI2,2,13264.95,,,,
2415,0.3,Ideal,5,I,SI1,3,4676.4,,,,
2416,1.62,Ideal,5,G,VS2,5,16689.56,,,,
2417,0.9,Good,2,E,SI2,2,8795.9,,,,
2418,0.31,Premium,4,E,VS2,5,5510.43,,,,
2419,1.03,Premium,4,H,I1,1,9751.79,,,,
2420,0.3,Premium,4,E,VS2,5,5426.3,,,,
2421,0.25,Very Good,3,D,VVS2,6,5301.55,,,,
2422,0.31,Premium,4,E,VS1,4,5056.43,,,,
2423,1,Premium,4,H,SI2,2,9953.4,,,,
2424,0.9,Very Good,3,D,SI2,2,8954,,,,
2425,1,Very Good,3,H,SI1,3,10249.3,,,,
2426,0.5,Very Good,3,H,SI1,3,6042.8,,,,
2427,1.91,Ideal,5,G,SI2,2,17767.33,,,,
2428,0.5,Premium,4,F,VS1,4,6654.9,,,,
2429,1.03,Ideal,5,F,SI2,2,10363.89,,,,
2430,1.1,Very Good,3,I,VS1,4,11544.6,,,,
2431,1.51,Ideal,5,H,SI2,2,14402.13,,,,
2432,0.67,Ideal,5,F,SI2,2,7335.21,,,,
2433,1.35,Fair,1,J,SI1,3,12877.65,,,,
2434,1.02,Very Good,3,F,VVS2,6,11779.56,,,,
2435,0.31,Very Good,3,G,VVS1,7,6260.33,,,,
2436,0.79,Very Good,3,J,VS2,5,9390.57,,,,
2437,0.3,Ideal,5,G,VVS2,6,6038.4,,,,
2438,0.52,Very Good,3,G,VS1,4,6665.06,,,,
2439,0.33,Very Good,3,I,VS2,5,5520.59,,,,
2440,1.2,Ideal,5,F,VS2,5,13156.1,,,,
2441,0.78,Premium,4,F,SI2,2,8102.54,,,,
2442,0.41,Ideal,5,F,VVS2,6,6963.83,,,,
2443,0.4,Premium,4,D,SI1,3,5359.6,,,,
2444,0.42,Ideal,5,G,VS2,5,6593.96,,,,
2445,0.52,Very Good,3,G,VVS2,6,7573.06,,,,
2446,0.76,Ideal,5,G,SI2,2,8092.38,,,,
2447,1.11,Premium,4,D,SI2,2,10878.83,,,,
2448,1.04,Ideal,5,G,VVS1,7,12718.02,,,,
2449,0.41,Very Good,3,G,VVS2,6,6647.63,,,,
2450,0.33,Ideal,5,H,VVS2,6,6290.79,,,,
2451,0.3,Ideal,5,I,SI1,3,4676.4,,,,
2452,0.32,Premium,4,G,VS2,5,5594.56,,,,
2453,0.34,Good,2,H,SI1,3,4538.62,,,,
2454,0.56,Premium,4,I,VVS1,7,8521.68,,,,
2455,0.7,Premium,4,F,SI2,2,7429.5,,,,
2456,0.33,Premium,4,G,IF,8,7040.69,,,,
2457,0.26,Premium,4,H,VVS1,7,5997.78,,,,
2458,1,Good,2,E,SI2,2,9637.2,,,,
2459,0.35,Ideal,5,E,VVS1,7,6913.05,,,,
2460,1.01,Premium,4,D,SI1,3,10491.53,,,,
2461,2.04,Premium,4,H,SI1,3,19156.92,,,,
2462,0.55,Ideal,5,H,SI2,2,6325.65,,,,
2463,0.26,Very Good,3,F,VS1,4,4477.68,,,,
2464,0.41,Very Good,3,G,VS1,4,5739.63,,,,
2465,0.41,Ideal,5,E,VVS2,6,6963.83,,,,
2466,0.32,Ideal,5,I,VS1,4,5298.66,,,,
2467,0.36,Ideal,5,D,VS2,5,6089.18,,,,
2468,0.73,Very Good,3,E,SI2,2,7523.79,,,,
2469,0.33,Premium,4,H,IF,8,7040.69,,,,
2470,0.72,Very Good,3,E,VVS2,6,9255.66,,,,
2471,0.4,Good,2,D,SI1,3,5043.4,,,,
2472,1.28,Ideal,5,H,VVS1,7,14737.14,,,,
2473,0.38,Ideal,5,G,VVS1,7,7165.44,,,,
2474,1.24,Ideal,5,H,VS2,5,13492.62,,,,
2475,1.5,Good,2,G,SI2,2,13843.7,,,,
2476,1.5,Good,2,J,SI1,3,14297.7,,,,
2477,2.01,Ideal,5,H,SI1,3,19062.63,,,,
2478,1.1,Ideal,5,G,VS1,4,11860.8,,,,
2479,0.5,Good,2,G,VS2,5,6792.7,,,,
2480,1.5,Premium,4,E,SI1,3,14613.9,,,,
2481,1.5,Premium,4,J,VVS2,6,15975.9,,,,
2482,1.06,Ideal,5,D,VVS2,6,12432.28,,,,
2483,0.56,Very Good,3,E,VVS2,6,7909.58,,,,
2484,0.95,Good,2,I,SI2,2,9216.55,,,,
2485,0.31,Premium,4,G,VVS1,7,6418.43,,,,
2486,1.05,Very Good,3,H,SI1,3,10669.95,,,,
2487,2.01,Ideal,5,D,SI2,2,18608.63,,,,
2488,0.31,Very Good,3,E,SI1,3,4444.33,,,,
2489,0.56,Ideal,5,E,VS1,4,7317.78,,,,
2490,0.3,Ideal,5,D,VS2,5,5584.4,,,,
2491,0.7,Ideal,5,H,VVS2,6,9403.6,,,,
2492,1.5,Very Good,3,I,SI2,2,14001.8,,,,
2493,0.38,Ideal,5,F,VVS1,7,7165.44,,,,
2494,0.3,Very Good,3,I,SI1,3,4360.2,,,,
2495,0.71,Premium,4,D,SI2,2,7513.63,,,,
2496,1,Ideal,5,G,SI1,3,10565.5,,,,
2497,1.22,Premium,4,E,SI1,3,12258.26,,,,
2498,1.51,Ideal,5,G,VVS2,6,16218.13,,,,
2499,2.01,Ideal,5,G,SI1,3,19062.63,,,,
2500,0.36,Premium,4,E,VVS2,6,6385.08,,,,
2501,0.42,Ideal,5,G,VS1,4,6139.96,,,,
2502,0.91,Premium,4,F,VS2,5,10558.23,,,,
2503,1.29,Good,2,I,VS2,5,13438.97,,,,
2504,1.01,Very Good,3,G,SI1,3,10333.43,,,,
2505,1.63,Ideal,5,F,I1,1,14957.69,,,,
2506,2,Good,2,G,SI1,3,18504.2,,,,
2507,2.53,Premium,4,H,SI1,3,23279.29,,,,
2508,1.03,Fair,1,D,SI1,3,10185.49,,,,
2509,0.35,Ideal,5,G,IF,8,7367.05,,,,
2510,1.02,Good,2,H,SI2,2,9805.46,,,,
2511,1.51,Premium,4,H,I1,1,13790.03,,,,
2512,1.56,Ideal,5,F,VS1,4,15730.78,,,,
2513,0.23,Very Good,3,E,VVS1,7,5587.29,,,,
2514,0.66,Good,2,G,VS1,4,7684.78,,,,
2515,0.91,Premium,4,H,VS2,5,10558.23,,,,
2516,0.31,Very Good,3,I,SI1,3,4444.33,,,,
2517,0.44,Ideal,5,F,VVS2,6,7216.22,,,,
2518,0.4,Good,2,D,SI1,3,5043.4,,,,
2519,0.9,Very Good,3,I,SI1,3,9408,,,,
2520,0.59,Very Good,3,G,VS1,4,7253.97,,,,
2521,0.41,Ideal,5,E,VVS2,6,6963.83,,,,
2522,1.01,Very Good,3,G,VS1,4,10787.43,,,,
2523,0.52,Very Good,3,I,SI1,3,6211.06,,,,
2524,0.37,Premium,4,G,SI1,3,5107.21,,,,
2525,1.51,Premium,4,F,SI1,3,14698.03,,,,
2526,2.01,Very Good,3,H,SI1,3,18746.43,,,,
2527,2.05,Premium,4,I,SI2,2,18787.05,,,,
2528,1.21,Premium,4,H,SI1,3,12174.13,,,,
2529,1.01,Very Good,3,H,VS1,4,10787.43,,,,
2530,0.23,Good,2,E,VVS2,6,4975.19,,,,
2531,1.5,Fair,1,H,I1,1,13231.6,,,,
2532,0.73,Ideal,5,G,VS1,4,8747.99,,,,
2533,0.73,Very Good,3,J,VS2,5,8885.79,,,,
2534,0.56,Fair,1,F,SI1,3,6231.38,,,,
2535,0.33,Premium,4,H,VS1,4,5224.69,,,,
2536,1.71,Ideal,5,G,SI1,3,16538.73,,,,
2537,2.15,Ideal,5,G,SI2,2,19786.45,,,,
2538,1.31,Ideal,5,F,SI1,3,13173.53,,,,
2539,0.9,Good,2,F,SI1,3,9249.9,,,,
2540,0.38,Ideal,5,G,VS1,4,5803.44,,,,
2541,0.4,Premium,4,F,VVS1,7,7175.6,,,,
2542,1.03,Very Good,3,G,VS1,4,10955.69,,,,
2543,0.39,Very Good,3,J,VVS1,7,6933.37,,,,
2544,0.42,Ideal,5,E,VS2,5,6593.96,,,,
2545,0.58,Ideal,5,D,SI2,2,6578.04,,,,
2546,1,Fair,1,E,SI2,2,9479.1,,,,
2547,0.31,Very Good,3,G,VS1,4,4898.33,,,,
2548,1.5,Premium,4,H,SI2,2,14159.9,,,,
2549,0.7,Good,2,F,VVS2,6,8929.3,,,,
2550,1.5,Premium,4,I,SI1,3,14613.9,,,,
2551,1.5,Very Good,3,D,SI1,3,14455.8,,,,
2552,1.55,Ideal,5,I,VS2,5,16100.65,,,,
2553,0.33,Premium,4,G,VS1,4,5224.69,,,,
2554,1.23,Ideal,5,H,VS2,5,13408.49,,,,
2555,0.57,Very Good,3,G,SI1,3,6631.71,,,,
2556,1.72,Premium,4,F,I1,1,15556.76,,,,
2557,1,Premium,4,G,VS1,4,10861.4,,,,
2558,1.28,Ideal,5,G,I1,1,12013.14,,,,
2559,0.38,Ideal,5,G,VS2,5,6257.44,,,,
2560,0.9,Very Good,3,G,SI2,2,8954,,,,
2561,1.51,Very Good,3,G,VVS2,6,15901.93,,,,
2562,0.52,Premium,4,H,SI1,3,6369.16,,,,
2563,0.31,Ideal,5,E,VVS1,7,6576.53,,,,
2564,0.28,Very Good,3,F,VVS2,6,5553.94,,,,
2565,0.7,Very Good,3,E,SI1,3,7725.4,,,,
2566,1.51,Very Good,3,E,VS2,5,15447.93,,,,
2567,1.05,Very Good,3,G,IF,8,12939.95,,,,
2568,1,Premium,4,E,VVS2,6,11769.4,,,,
2569,1.51,Very Good,3,J,VVS2,6,15901.93,,,,
2570,1.21,Very Good,3,H,SI1,3,12016.03,,,,
2571,0.34,Ideal,5,I,VS1,4,5466.92,,,,
2572,0.9,Premium,4,E,SI1,3,9566.1,,,,
2573,1.3,Ideal,5,D,SI1,3,13089.4,,,,
2574,0.42,Ideal,5,G,VS1,4,6139.96,,,,
2575,0.74,Ideal,5,E,SI1,3,8378.12,,,,
2576,1.02,Ideal,5,D,VS1,4,11187.76,,,,
2577,0.3,Ideal,5,D,VS2,5,5584.4,,,,
2578,0.4,Very Good,3,D,VVS2,6,6563.5,,,,
2579,0.3,Premium,4,D,SI1,3,4518.3,,,,
2580,0.3,Ideal,5,E,VS2,5,5584.4,,,,
2581,2.01,Fair,1,H,SI2,2,17976.23,,,,
2582,1.35,Premium,4,F,VS2,5,14259.95,,,,
2583,1.03,Ideal,5,F,SI2,2,10363.89,,,,
2584,1.01,Good,2,D,SI1,3,10175.33,,,,
2585,0.71,Very Good,3,H,VS2,5,8717.53,,,,
2586,0.38,Ideal,5,F,VVS1,7,7165.44,,,,
2587,0.5,Good,2,G,SI2,2,5430.7,,,,
2588,0.54,Premium,4,H,VS1,4,6991.42,,,,
2589,0.73,Ideal,5,F,VVS1,7,10109.99,,,,
2590,1.01,Fair,1,D,SI2,2,9563.23,,,,
2591,0.51,Premium,4,E,VS2,5,7193.03,,,,
2592,1.01,Good,2,I,VS2,5,11083.33,,,,
2593,2.03,Premium,4,J,VS1,4,19526.79,,,,
2594,0.34,Ideal,5,H,VVS2,6,6374.92,,,,
2595,0.54,Ideal,5,F,VVS2,6,8057.52,,,,
2596,0.7,Good,2,I,VS1,4,8021.3,,,,
2597,1.52,Good,2,H,SI1,3,14465.96,,,,
2598,0.31,Ideal,5,D,SI1,3,4760.53,,,,
2599,0.4,Very Good,3,E,VVS1,7,7017.5,,,,
2600,0.5,Premium,4,D,SI1,3,6200.9,,,,
2601,1.02,Very Good,3,E,SI2,2,9963.56,,,,
2602,0.5,Very Good,3,H,VS1,4,6496.8,,,,
2603,1.21,Very Good,3,E,SI1,3,12016.03,,,,
2604,0.54,Good,2,D,VS1,4,6675.22,,,,
2605,1.01,Ideal,5,H,SI1,3,10649.63,,,,
2606,0.32,Ideal,5,H,VS2,5,5752.66,,,,
2607,0.9,Premium,4,H,VS2,5,10474.1,,,,
2608,1.5,Ideal,5,F,VVS2,6,16134,,,,
2609,0.33,Premium,4,G,VVS1,7,6586.69,,,,
2610,0.5,Very Good,3,F,VS2,5,6950.8,,,,
2611,0.71,Ideal,5,D,SI2,2,7671.73,,,,
2612,0.72,Premium,4,H,VS2,5,8959.76,,,,
2613,1.08,Very Good,3,G,SI2,2,10468.34,,,,
2614,0.55,Ideal,5,E,SI1,3,6779.65,,,,
2615,0.33,Premium,4,F,VS2,5,5678.69,,,,
2616,0.3,Very Good,3,G,VVS2,6,5722.2,,,,
2617,0.41,Ideal,5,E,VVS1,7,7417.83,,,,
2618,0.35,Premium,4,E,SI1,3,4938.95,,,,
2619,1.51,Very Good,3,H,VS1,4,14993.93,,,,
2620,0.82,Good,2,J,SI1,3,8576.86,,,,
2621,1.18,Premium,4,H,SI1,3,11921.74,,,,
2622,0.4,Premium,4,G,VS1,4,5813.6,,,,
2623,0.31,Ideal,5,H,VS2,5,5668.53,,,,
2624,0.3,Premium,4,H,SI1,3,4518.3,,,,
2625,2.05,Premium,4,E,SI2,2,18787.05,,,,
2626,0.7,Very Good,3,F,SI1,3,7725.4,,,,
2627,0.42,Very Good,3,E,SI1,3,5369.76,,,,
2628,1.06,Ideal,5,H,SI2,2,10616.28,,,,
2629,0.29,Very Good,3,G,VVS2,6,5638.07,,,,
2630,0.73,Ideal,5,E,VS1,4,8747.99,,,,
2631,1.03,Very Good,3,G,SI1,3,10501.69,,,,
2632,0.74,Ideal,5,E,SI1,3,8378.12,,,,
2633,1.18,Premium,4,E,I1,1,11013.74,,,,
2634,0.9,Premium,4,H,VS1,4,10020.1,,,,
2635,1.41,Premium,4,G,SI1,3,13856.73,,,,
2636,1.03,Ideal,5,H,VVS2,6,12179.89,,,,
2637,1.02,Premium,4,D,VS2,5,11483.66,,,,
2638,0.7,Ideal,5,F,SI2,2,7587.6,,,,
2639,0.32,Ideal,5,F,VS2,5,5752.66,,,,
2640,0.43,Ideal,5,E,VVS1,7,7586.09,,,,
2641,0.5,Very Good,3,E,SI2,2,5588.8,,,,
2642,0.28,Very Good,3,D,VVS2,6,5553.94,,,,
2643,0.36,Ideal,5,H,VS2,5,6089.18,,,,
2644,1.51,Very Good,3,F,SI1,3,14539.93,,,,
2645,0.52,Ideal,5,G,VS2,5,7435.26,,,,
2646,1.05,Ideal,5,F,SI1,3,10986.15,,,,
2647,0.34,Very Good,3,D,SI1,3,4696.72,,,,
2648,0.4,Ideal,5,E,VS2,5,6425.7,,,,
2649,2.14,Ideal,5,H,SI2,2,19702.32,,,,
2650,2,Premium,4,J,VS1,4,19274.4,,,,
2651,0.92,Premium,4,F,SI2,2,9280.36,,,,
2652,1.55,Premium,4,D,SI2,2,14580.55,,,,
2653,1.04,Ideal,5,G,VS2,5,11810.02,,,,
2654,1.02,Ideal,5,E,SI1,3,10733.76,,,,
2655,2.01,Very Good,3,I,SI1,3,18746.43,,,,
2656,1.51,Fair,1,I,VS2,5,15131.73,,,,
2657,0.3,Ideal,5,F,VVS2,6,6038.4,,,,
2658,1.01,Ideal,5,G,VS2,5,11557.63,,,,
2659,1.05,Premium,4,J,VS1,4,11282.05,,,,
2660,1.22,Ideal,5,E,VVS2,6,13778.36,,,,
2661,0.75,Premium,4,F,SI1,3,8304.15,,,,
2662,0.44,Ideal,5,F,SI1,3,5854.22,,,,
2663,0.33,Ideal,5,G,VS1,4,5382.79,,,,
2664,0.72,Ideal,5,E,VS2,5,9117.86,,,,
2665,0.81,Premium,4,E,SI2,2,8354.93,,,,
2666,0.3,Ideal,5,D,SI1,3,4676.4,,,,
2667,0.7,Very Good,3,E,SI1,3,7725.4,,,,
2668,1.72,Premium,4,H,SI1,3,16464.76,,,,
2669,1,Premium,4,F,SI1,3,10407.4,,,,
2670,0.3,Very Good,3,G,SI1,3,4360.2,,,,
2671,0.28,Ideal,5,H,VVS2,6,5870.14,,,,
2672,0.72,Very Good,3,J,VS1,4,8347.66,,,,
2673,0.31,Premium,4,G,SI1,3,4602.43,,,,
2674,1.54,Premium,4,I,SI2,2,14496.42,,,,
2675,0.31,Ideal,5,G,SI1,3,4760.53,,,,
2676,0.37,Premium,4,D,VVS2,6,6469.21,,,,
2677,0.38,Ideal,5,G,VS2,5,6257.44,,,,
2678,0.9,Fair,1,E,I1,1,8183.8,,,,
2679,1,Premium,4,J,SI1,3,10407.4,,,,
2680,0.33,Very Good,3,I,VVS1,7,6428.59,,,,
2681,1.03,Very Good,3,J,SI2,2,10047.69,,,,
2682,0.42,Very Good,3,D,SI2,2,4915.76,,,,
2683,0.62,Ideal,5,G,VVS2,6,8730.56,,,,
2684,0.9,Ideal,5,J,SI1,3,9724.2,,,,
2685,1.18,Very Good,3,I,SI2,2,11309.64,,,,
2686,0.41,Ideal,5,F,VS2,5,6509.83,,,,
2687,0.25,Very Good,3,D,VVS2,6,5301.55,,,,
2688,0.36,Premium,4,D,SI2,2,4569.08,,,,
2689,0.51,Ideal,5,E,SI2,2,5989.13,,,,
2690,1.19,Premium,4,G,VS2,5,12913.87,,,,
2691,0.5,Premium,4,F,SI1,3,6200.9,,,,
2692,0.41,Very Good,3,E,SI2,2,4831.63,,,,
2693,1.5,Premium,4,F,VS2,5,15521.9,,,,
2694,0.51,Very Good,3,I,SI1,3,6126.93,,,,
2695,0.7,Ideal,5,I,VVS1,7,9857.6,,,,
2696,0.36,Ideal,5,G,SI1,3,5181.18,,,,
2697,0.77,Premium,4,E,SI1,3,8472.41,,,,
2698,0.7,Good,2,F,SI2,2,7113.3,,,,
2699,0.46,Ideal,5,E,SI2,2,5568.48,,,,
2700,0.95,Good,2,G,VVS2,6,11032.55,,,,
2701,0.83,Ideal,5,G,VS1,4,9589.29,,,,
2702,0.7,Very Good,3,G,VS1,4,8179.4,,,,
2703,1.14,Very Good,3,G,SI2,2,10973.12,,,,
2704,1.18,Good,2,D,SI2,2,11151.54,,,,
2705,0.33,Ideal,5,G,VVS1,7,6744.79,,,,
2706,0.23,Ideal,5,E,SI2,2,3633.49,,,,
2707,0.92,Ideal,5,E,SI2,2,9438.46,,,,
2708,0.33,Ideal,5,E,SI1,3,4928.79,,,,
2709,1.05,Very Good,3,E,VVS1,7,12485.95,,,,
2710,0.52,Ideal,5,F,VS2,5,7435.26,,,,
2711,1.18,Premium,4,G,VS2,5,12829.74,,,,
2712,1.07,Premium,4,H,VS2,5,11904.31,,,,
2713,1.02,Very Good,3,G,VS2,5,11325.56,,,,
2714,1.52,Premium,4,G,VS1,4,15236.16,,,,
2715,0.31,Ideal,5,F,VS1,4,5214.53,,,,
2716,1.2,Premium,4,J,SI1,3,12090,,,,
2717,0.32,Premium,4,F,SI1,3,4686.56,,,,
2718,0.7,Premium,4,H,VS2,5,8791.5,,,,
2719,0.35,Ideal,5,E,VS2,5,6005.05,,,,
2720,0.51,Ideal,5,G,VS1,4,6897.13,,,,
2721,1.05,Ideal,5,G,SI1,3,10986.15,,,,
2722,0.35,Ideal,5,E,SI1,3,5097.05,,,,
2723,0.31,Premium,4,J,VS2,5,5510.43,,,,
2724,0.3,Ideal,5,J,IF,8,6946.4,,,,
2725,0.61,Ideal,5,D,VVS2,6,8646.43,,,,
2726,0.6,Premium,4,D,SI1,3,7042.2,,,,
2727,0.35,Very Good,3,G,VS2,5,5688.85,,,,
2728,0.51,Ideal,5,G,VS1,4,6897.13,,,,
2729,0.71,Ideal,5,F,VS1,4,8579.73,,,,
2730,1.11,Premium,4,H,SI1,3,11332.83,,,,
2731,0.33,Ideal,5,D,VVS2,6,6290.79,,,,
2732,0.7,Ideal,5,E,VS2,5,8949.6,,,,
2733,1.2,Ideal,5,G,VVS2,6,13610.1,,,,
2734,0.31,Ideal,5,G,SI1,3,4760.53,,,,
2735,0.36,Ideal,5,G,SI1,3,5181.18,,,,
2736,0.91,Very Good,3,F,SI1,3,9492.13,,,,
2737,1,Very Good,3,E,VS2,5,11157.3,,,,
2738,0.9,Very Good,3,E,VS1,4,9862,,,,
2739,0.52,Premium,4,E,VVS1,7,8185.16,,,,
2740,1.06,Ideal,5,G,VVS2,6,12432.28,,,,
2741,0.31,Good,2,E,VS2,5,5194.23,,,,
2742,0.7,Ideal,5,H,SI1,3,8041.6,,,,
2743,1.23,Ideal,5,F,SI2,2,12046.49,,,,
2744,0.52,Ideal,5,H,VS2,5,7435.26,,,,
2745,0.31,Premium,4,F,VS2,5,5510.43,,,,
2746,1,Very Good,3,F,IF,8,12519.3,,,,
2747,0.3,Very Good,3,I,VS1,4,4814.2,,,,
2748,1.27,Ideal,5,H,SI1,3,12837.01,,,,
2749,0.26,Ideal,5,H,VS1,4,4793.88,,,,
2750,0.71,Premium,4,F,SI1,3,7967.63,,,,
2751,0.5,Good,2,F,SI1,3,5884.7,,,,
2752,0.34,Premium,4,H,VS1,4,5308.82,,,,
2753,1.02,Premium,4,F,VS2,5,11483.66,,,,
2754,1.51,Very Good,3,G,VS1,4,14993.93,,,,
2755,1.08,Very Good,3,H,VVS1,7,12738.34,,,,
2756,1.16,Fair,1,H,SI2,2,10825.18,,,,
2757,0.91,Very Good,3,H,VS2,5,10400.13,,,,
2758,1.33,Premium,4,I,SI2,2,12729.69,,,,
2759,0.92,Very Good,3,D,SI1,3,9576.26,,,,
2760,0.46,Ideal,5,G,IF,8,8292.48,,,,
2761,0.33,Premium,4,G,VS1,4,5224.69,,,,
2762,1.01,Premium,4,E,SI2,2,10037.53,,,,
2763,1.04,Premium,4,D,SI2,2,10289.92,,,,
2764,0.73,Ideal,5,H,VVS2,6,9655.99,,,,
2765,0.42,Premium,4,G,VS2,5,6435.86,,,,
2766,0.46,Fair,1,I,VS1,4,5844.08,,,,
2767,0.78,Fair,1,G,SI2,2,7628.24,,,,
2768,1,Premium,4,F,VS2,5,11315.4,,,,
2769,0.71,Ideal,5,G,IF,8,10395.73,,,,
